Val,EpisodeID,SceneID,VehicleArrayID,VehicleName,x,y,z,rays,LOS
V,929,0,8,flow9.480,764.79325551135,492.41194633885004,3.2,25,LOS=1
I,929,0,9,flow9.487,670.54799397805,451.3510312897,1.59,24,LOS=0
V,930,0,0,flow11.1367,754.48831189255,639.6592483264501,1.59,25,LOS=1
V,930,0,1,flow11.1375,758.28469866565,585.4126914973001,1.59,25,LOS=0
V,930,0,2,flow11.1378,759.87732932785,562.6555977425,1.59,25,LOS=1
V,930,0,3,flow12.1273,752.47408455545,621.19780624665,1.59,25,LOS=1
V,930,0,4,flow12.1344,761.37762126525,541.2179316916499,3.2,25,LOS=1
I,930,0,5,flow6.1375,765.47688862155,676.9182176894001,1.59,25,LOS=1
V,930,0,6,flow8.483,755.7848073341,573.8888988259,1.59,25,LOS=1
V,930,0,7,flow8.488,758.91545666835,529.15316907085,1.59,25,LOS=1
I,930,0,8,flow8.492,717.9058256406,440.67576153920004,1.59,25,LOS=0
I,930,0,9,flow9.483,711.64182911585,444.06811127185,3.2,25,LOS=0
V,931,0,0,flow11.1372,756.3432475435,613.15407953885,1.59,25,LOS=1
V,931,0,1,flow11.1373,756.69180388835,608.1735591910999,1.59,25,LOS=0
V,931,0,2,flow11.1382,765.12904737265,487.6138176509,1.59,25,LOS=1
V,931,0,3,flow12.1322,761.1742775202,496.87552044155,1.59,25,LOS=1
V,931,0,4,flow12.1333,762.9007431693,472.20501523195003,1.59,25,LOS=1
V,931,0,5,flow8.476,751.1756508201,639.7519062075501,1.59,25,LOS=1
V,931,0,6,flow8.488,758.5354919874001,534.5827127436,1.59,25,LOS=1
I,931,0,7,flow8.492,717.9058256406,440.67576153920004,1.59,25,LOS=0
I,931,0,8,flow9.485,734.01093431905,428.20357388495,4.3,1,LOS=0
I,931,0,9,flow9.489,682.1019097223,449.755913403,1.59,20,LOS=0
V,932,0,0,flow12.1306,755.96633156095,571.29499005875,1.59,25,LOS=1
V,932,0,1,flow2.1451,758.46509575015,440.9667888358,3.2,25,LOS=1
V,932,0,2,flow5.1380,756.7761427121,465.11585420365,1.59,25,LOS=1
I,932,0,3,flow7.1024,667.3978492542,451.785935984,1.59,25,LOS=0
V,932,0,4,flow8.474,749.62641709575,661.88983793345,1.59,25,LOS=0
V,932,0,5,flow8.481,753.24754963345,610.14529891975,1.59,25,LOS=1
V,932,0,6,flow8.484,764.8713342187,444.04605546635,1.59,25,LOS=0
I,932,0,7,flow8.493,726.6043361700999,435.96496871655,1.59,25,LOS=0
I,932,0,8,flow8.497,690.89676042775,448.5417082814,4.3,0,LOS=0
I,932,0,9,flow9.489,682.1019097223,449.755913403,1.59,13,LOS=0
V,933,0,0,flow11.1385,765.1182919323,487.767502099,1.59,25,LOS=1
V,933,0,1,flow12.1324,754.44905721875,592.97623496685,1.59,25,LOS=0
V,933,0,2,flow12.1344,759.2200712623501,572.0471558557499,3.2,25,LOS=1
V,933,0,3,flow12.1345,760.3667069996,555.6628819657999,1.59,25,LOS=1
I,933,0,4,flow12.1350,798.0163186213,397.6966557545,1.59,25,LOS=0
I,933,0,5,flow6.1382,816.41124135365,677.1139163994501,1.59,25,LOS=0
I,933,0,6,flow7.1022,718.6169351171,436.54039668990004,1.59,25,LOS=0
I,933,0,7,flow7.1023,672.2992027823,451.10926178495004,1.59,24,LOS=0
V,933,0,8,flow8.478,751.8058562411,630.74652221395,1.59,25,LOS=0
I,933,0,9,flow8.497,690.89676042775,448.5417082814,4.3,0,LOS=0
V,934,0,0,flow11.1382,763.46756406295,511.35474663589997,1.59,25,LOS=1
V,934,0,1,flow11.1386,764.9455085141001,490.2364037351,1.59,25,LOS=1
V,934,0,2,flow12.1322,760.11286622355,512.04266433265,1.59,25,LOS=1
V,934,0,3,flow12.1332,750.48297027995,649.65003472375,1.59,25,LOS=1
V,934,0,4,flow12.1346,756.7796476164,559.67302816555,1.59,25,LOS=1
V,934,0,5,flow12.1348,761.81075978795,535.0288169109999,1.59,25,LOS=0
V,934,0,6,flow12.1350,765.66992073115,479.8852801938,1.59,25,LOS=1
I,934,0,7,flow12.1352,766.80188206555,463.71068879234997,1.59,25,LOS=0
I,934,0,8,flow2.1453,703.88201346755,670.59213626805,1.59,25,LOS=0
I,934,0,9,flow8.495,685.4346509853,452.62792606665005,1.59,23,LOS=0
I,935,0,0,flow10.2922,835.26036971345,368.7736384612,4.3,2,LOS=0
V,935,0,1,flow11.1381,762.2451908176499,528.8212335046001,3.2,25,LOS=1
V,935,0,2,flow11.1385,764.12367205345,501.97962193965,1.59,25,LOS=1
V,935,0,3,flow12.1306,754.13898613485,597.4070270270499,1.59,25,LOS=0
V,935,0,4,flow12.1338,752.88422911335,662.57998133875,3.2,25,LOS=1
V,935,0,5,flow12.1350,761.91778502335,486.25109490545003,1.59,25,LOS=1
I,935,0,6,flow12.1356,767.83937777425,448.885916374,1.59,25,LOS=0
I,935,0,7,flow7.1023,672.2992027823,451.10926178495004,1.59,15,LOS=0
V,935,0,8,flow8.484,764.1513692958999,454.33406692375,1.59,23,LOS=0
I,935,0,9,flow9.475,731.0415260648,433.56195014950003,1.59,25,LOS=0
I,936,0,0,flow1.2792,770.93410382915,670.3390700014,3.2,25,LOS=0
V,936,0,1,flow11.1369,754.41741721595,640.67226210275,1.59,25,LOS=0
V,936,0,2,flow11.1380,759.71738011345,564.94111148615,1.59,25,LOS=1
I,936,0,3,flow11.1388,767.49408467815,453.81980817205,1.59,25,LOS=0
V,936,0,4,flow12.1273,749.44918533595,664.42240905995,1.59,25,LOS=1
V,936,0,5,flow12.1333,761.57249192835,491.18519544975004,1.59,25,LOS=1
I,936,0,6,flow12.1354,766.49946462295,468.0319305325,1.59,25,LOS=1
I,936,0,7,flow3.1388,818.776688022,373.21939770425,3.2,25,LOS=0
I,936,0,8,flow7.1019,744.5576212356,422.49187682365005,1.59,25,LOS=0
I,936,0,9,flow8.495,685.4346509853,452.62792606665005,1.59,25,LOS=0
V,937,0,0,flow11.1367,753.72683099495,650.54004610945,1.59,25,LOS=0
V,937,0,1,flow11.1380,759.71738011345,564.94111148615,1.59,25,LOS=1
V,937,0,2,flow11.1382,763.08779271885,516.7812979944,1.59,25,LOS=1
V,937,0,3,flow11.1385,764.12367205345,501.97962193965,1.59,25,LOS=1
I,937,0,4,flow12.1356,767.83937777425,448.885916374,1.59,25,LOS=0
V,937,0,5,flow5.1388,763.67022182295,676.9112761588999,1.59,25,LOS=0
I,937,0,6,flow7.1024,667.3978492542,451.785935984,1.59,19,LOS=0
V,937,0,7,flow8.484,764.1513692958999,454.33406692375,1.59,25,LOS=0
I,937,0,8,flow8.493,726.6922708018001,435.91734655985,1.59,25,LOS=0
I,937,0,9,flow9.486,680.5332966887,453.30460037175,1.59,25,LOS=0
V,938,0,0,flow11.1373,756.10262346025,616.5923561914999,1.59,25,LOS=0
V,938,0,1,flow11.1376,757.4126939605001,597.87276356575,4.3,14,LOS=0
I,938,0,2,flow11.1390,779.8912903082,411.7722058616,3.2,25,LOS=1
V,938,0,3,flow12.1305,753.25545288535,610.03236460395,1.59,25,LOS=1
V,938,0,4,flow12.1352,765.8088784080501,477.8997144527,1.59,25,LOS=0
I,938,0,5,flow4.2747,749.7179352181499,680.19211778525,4.3,13,LOS=0
I,938,0,6,flow5.1387,743.80002466825,434.15519206299996,1.59,25,LOS=0
I,938,0,7,flow7.1024,667.3978492542,451.785935984,1.59,25,LOS=0
I,938,0,8,flow9.484,695.23735799665,451.2745776748,1.59,25,LOS=0
I,938,0,9,flow9.488,673.4749023594,454.27907268875,3.2,25,LOS=0
I,939,0,0,flow1.2806,665.42496129345,670.8972752884999,1.59,25,LOS=0
V,939,0,1,flow11.1373,756.10262346025,616.5923561914999,1.59,25,LOS=0
V,939,0,2,flow11.1385,763.3906764305,512.45339373715,1.59,25,LOS=1
I,939,0,3,flow11.1389,767.44612216645,454.5051443278,1.59,25,LOS=0
V,939,0,4,flow12.1305,751.0334425907,641.78400505945,1.59,25,LOS=0
V,939,0,5,flow12.1353,761.9964908905,485.12641946975,1.59,25,LOS=1
I,939,0,6,flow2.1460,746.7597961285501,432.5517232898,3.2,25,LOS=0
V,939,0,7,flow8.489,758.3612065556999,537.07318201715,1.59,25,LOS=1
I,939,0,8,flow9.482,705.4656891488,447.4128811298,1.59,25,LOS=0
I,939,0,9,flow9.489,682.1019097223,449.755913403,1.59,24,LOS=0
I,940,0,0,flow10.2941,827.44880372685,374.8399511069,1.59,25,LOS=0
V,940,0,1,flow11.1384,761.94068357225,533.1723364290999,1.59,25,LOS=1
I,940,0,2,flow11.1392,776.58773321865,414.33768507319996,1.59,25,LOS=0
V,940,0,3,flow12.1344,751.2843089860501,638.1992243741,3.2,25,LOS=1
I,940,0,4,flow12.1363,772.44491509485,417.9149343034,1.59,25,LOS=0
I,940,0,5,flow7.1027,679.5274866519001,450.11133474915,3.2,25,LOS=0
I,940,0,6,flow9.482,705.4656891488,447.4128811298,1.59,25,LOS=0
I,940,0,7,flow9.483,711.72976376295,444.0204891068,3.2,25,LOS=0
I,940,0,8,flow9.485,747.02330748505,424.90680615085,4.3,13,LOS=0
I,940,0,9,flow9.491,686.61206237615,449.1332478644,1.59,25,LOS=0
V,941,0,0,flow12.1308,751.93154154555,628.9505293663,3.2,25,LOS=1
V,941,0,1,flow12.1328,755.149942315,582.96086661755,1.59,25,LOS=1
V,941,0,2,flow12.1330,757.91228715475,543.48806112285,1.59,25,LOS=1
V,941,0,3,flow12.1347,755.4952354124,578.02676603855,1.59,25,LOS=1
V,941,0,4,flow12.1350,760.28807962065,509.53893480405,1.59,25,LOS=0
V,941,0,5,flow12.1356,759.87755202265,562.6524156574501,1.59,25,LOS=1
V,941,0,6,flow12.1362,764.95391053915,490.11634722925,1.59,25,LOS=0
V,941,0,7,flow2.1466,747.9128865596999,591.84486761165,1.59,25,LOS=1
I,941,0,8,flow8.495,690.3360044245001,451.9512518799,1.59,15,LOS=0
I,941,0,9,flow9.488,678.3762572276,453.60239830475,3.2,25,LOS=0
V,942,0,0,flow11.1390,757.95156188875,590.1728816933501,3.2,25,LOS=1
V,942,0,1,flow11.1391,760.0451148406,560.25811115925,4.3,14,LOS=0
I,942,0,2,flow11.1397,766.6043174421,466.5336889801,1.59,25,LOS=0
V,942,0,3,flow12.1308,750.8482188089,644.4307789913,3.2,25,LOS=1
V,942,0,4,flow12.1328,754.83998884395,587.38997803675,1.59,25,LOS=1
V,942,0,5,flow12.1362,759.30329209285,570.8580137111,1.59,25,LOS=1
I,942,0,6,flow12.1368,767.1266525261999,459.0700448585,1.59,25,LOS=0
V,942,0,7,flow6.1393,761.7468679606,441.45064434765004,1.59,25,LOS=1
I,942,0,8,flow8.497,723.70703021625,433.7837887191,4.3,1,LOS=0
I,942,0,9,flow9.483,711.72976376295,444.0204891068,3.2,25,LOS=0
V,943,0,0,flow11.1389,753.04045836275,660.34762216085,1.59,25,LOS=1
V,943,0,1,flow11.1390,755.50332150545,625.1557796495499,3.2,25,LOS=1
V,943,0,2,flow12.1358,754.9699062472,632.7777483397499,1.59,25,LOS=0
V,943,0,3,flow12.1364,758.64319997085,580.29006764785,1.59,25,LOS=1
V,943,0,4,flow12.1366,764.8221373474,444.74905912575,1.59,25,LOS=0
I,943,0,5,flow7.1020,740.2083658721,424.84727328844997,1.59,21,LOS=0
V,943,0,6,flow8.490,757.08368522645,555.32845203915,1.59,25,LOS=0
I,943,0,7,flow9.475,731.0415260648,433.56195014950003,1.59,25,LOS=0
I,943,0,8,flow9.483,711.72976376295,444.0204891068,3.2,25,LOS=0
I,943,0,9,flow9.490,711.55480971175,440.36498361875,1.59,25,LOS=0
V,944,0,0,flow12.1330,756.77559575975,559.73092758045,1.59,25,LOS=1
V,944,0,1,flow12.1354,758.4230141276,536.18997647755,1.59,25,LOS=1
V,944,0,2,flow12.1366,764.3393193933,451.64833502964996,1.59,25,LOS=0
V,944,0,3,flow12.1367,760.59900584005,552.3435646767,3.2,25,LOS=1
V,944,0,4,flow12.1369,763.3122357594,513.57423220225,1.59,25,LOS=0
I,944,0,5,flow2.1472,663.4388929883501,670.91303382705,3.2,25,LOS=0
I,944,0,6,flow7.1023,711.5548097173,440.36498361575,1.59,25,LOS=0
I,944,0,7,flow9.475,742.57508023725,427.31580214175,1.59,25,LOS=0
I,944,0,8,flow9.482,712.3705612563,443.67345679335,1.59,25,LOS=0
I,944,0,9,flow9.490,716.7547684625,441.29913169835004,1.59,25,LOS=0
V,945,0,0,flow11.1392,754.5588945050999,638.65069363135,1.59,25,LOS=0
V,945,0,1,flow12.1321,754.17993632605,596.82186513515,1.59,25,LOS=1
I,945,0,2,flow12.1358,710.8323814837499,677.1373850217,1.59,25,LOS=0
V,945,0,3,flow12.1360,750.7209986505,646.24870428965,1.59,25,LOS=1
V,945,0,4,flow12.1362,753.3159475538,656.4111581099,1.59,25,LOS=0
V,945,0,5,flow12.1365,755.4057073243,626.5505883298499,1.59,25,LOS=0
V,945,0,6,flow12.1367,758.67021983225,579.90398094635,3.2,25,LOS=1
V,945,0,7,flow12.1370,762.47852834145,525.4870744734001,1.59,25,LOS=0
I,945,0,8,flow7.1027,717.02773679715,437.40104794895,3.2,25,LOS=0
I,945,0,9,flow8.498,685.80474475705,452.57683142409996,1.59,18,LOS=0
V,946,0,0,flow12.1328,752.9889942188,613.8399526232499,1.59,25,LOS=0
V,946,0,1,flow12.1352,756.8923593519501,558.06242244085,1.59,25,LOS=1
V,946,0,2,flow12.1354,757.31369511975,552.04170244565,1.59,25,LOS=1
V,946,0,3,flow12.1375,764.8695950766,491.32113056795004,1.59,25,LOS=0
V,946,0,4,flow2.1477,746.37546763795,613.8272609662,4.3,18,LOS=0
V,946,0,5,flow3.1398,761.5382355721,444.43191792805,1.59,25,LOS=1
V,946,0,6,flow8.484,761.2885002067001,495.24332383014996,1.59,25,LOS=0
V,946,0,7,flow8.492,765.3935014303499,436.58449437355,1.59,25,LOS=0
V,946,0,8,flow8.493,764.6972801636,446.53321846065,1.59,25,LOS=0
I,946,0,9,flow9.493,680.5332967218001,453.3046003672,1.59,25,LOS=0
I,947,0,0,flow11.1400,817.84674151405,382.29672885499997,1.59,25,LOS=0
V,947,0,1,flow12.1350,758.64654381025,532.99582650865,1.59,25,LOS=1
V,947,0,2,flow12.1360,749.44918532585,664.42240920405,1.59,25,LOS=1
V,947,0,3,flow12.1363,763.1549715214001,468.57219352544996,1.59,25,LOS=0
V,947,0,4,flow12.1367,756.5892013139501,609.6396470048501,3.2,25,LOS=1
I,947,0,5,flow7.1029,694.7873571885,448.0045777864,1.59,18,LOS=0
I,947,0,6,flow7.1032,675.1819428515,450.71127461345,1.59,21,LOS=0
I,947,0,7,flow8.495,720.42454395135,439.3117164995,1.59,25,LOS=0
V,947,0,8,flow9.475,759.5358824215,567.5345313485,1.59,25,LOS=1
V,947,0,9,flow9.487,758.7804765989,578.3285224071001,1.59,25,LOS=1
I,948,0,0,flow1.2835,734.78353608695,670.3469468994,3.2,25,LOS=1
V,948,0,1,flow12.1365,753.0372303349,660.3937474393999,1.59,25,LOS=0
V,948,0,2,flow12.1367,755.8212171412499,620.6133700632499,3.2,25,LOS=1
V,948,0,3,flow5.1395,758.0859411029,446.3880351077,1.59,25,LOS=1
V,948,0,4,flow5.1397,762.89948306915,676.90831484555,1.59,25,LOS=0
I,948,0,5,flow7.1030,689.88600372155,448.68125197694997,1.59,17,LOS=0
I,948,0,6,flow8.498,690.3360036566,451.9512519859,1.59,23,LOS=0
I,948,0,7,flow8.500,670.73058935245,454.65794880845,1.59,17,LOS=0
V,948,0,8,flow9.484,753.72997397125,650.4951361323001,1.59,25,LOS=0
I,948,0,9,flow9.493,680.5332967218001,453.3046003672,1.59,20,LOS=0
V,949,0,0,flow12.1359,762.807057964,473.54373943225,1.59,25,LOS=0
V,949,0,1,flow12.1364,750.4787815598,649.70988986315,1.59,25,LOS=1
V,949,0,2,flow12.1365,752.73221093065,664.75216860025,1.59,25,LOS=0
V,949,0,3,flow12.1367,755.50436574225,625.140858554,3.2,25,LOS=1
I,949,0,4,flow4.2779,689.2128993577501,680.6091637045499,3.2,25,LOS=0
I,949,0,5,flow7.1028,685.4346501976,452.62792617540003,1.59,14,LOS=0
I,949,0,6,flow7.1029,694.7873571885,448.0045777864,1.59,16,LOS=0
V,949,0,7,flow8.484,761.22280071095,496.18214340785,1.59,25,LOS=0
V,949,0,8,flow8.487,762.1875665786499,482.39602413160003,4.3,16,LOS=0
I,949,0,9,flow8.498,690.3360036566,451.9512519859,1.59,21,LOS=0
V,950,0,0,flow11.1398,757.572096121,595.59506667235,1.59,25,LOS=1
V,950,0,1,flow12.1331,755.3309557516,580.37425683825,1.59,25,LOS=1
V,950,0,2,flow12.1353,759.0879206119,526.68872813675,1.59,25,LOS=1
I,950,0,3,flow7.1024,729.1230546909001,434.60092356315,1.59,25,LOS=0
V,950,0,4,flow8.485,761.5680938077,491.24804283825,1.59,25,LOS=0
V,950,0,5,flow8.488,749.79238407705,659.51823599695,1.59,25,LOS=1
V,950,0,6,flow8.492,765.1828505155,439.59461189035,1.59,25,LOS=0
I,950,0,7,flow8.501,670.2805886445,451.3879489062,1.59,14,LOS=0
I,950,0,8,flow9.483,748.4742004109,424.1210559976,3.2,25,LOS=0
I,950,0,9,flow9.490,737.8608704695,429.86884446575004,1.59,25,LOS=0
V,951,0,0,flow11.1398,756.27899196435,614.07222727555,1.59,25,LOS=1
V,951,0,1,flow12.1352,756.3034136714,566.47822120725,1.59,25,LOS=0
V,951,0,2,flow12.1363,763.15235107495,468.60963865995,1.59,25,LOS=0
V,951,0,3,flow12.1364,749.7944784204,659.48830866635,1.59,25,LOS=0
V,951,0,4,flow12.1369,757.98862002045,542.39729493135,1.59,25,LOS=1
I,951,0,5,flow4.2785,679.95681755215,680.6826064562999,1.59,25,LOS=0
I,951,0,6,flow7.1027,717.02773679715,437.40104794895,3.2,25,LOS=0
V,951,0,7,flow9.475,756.62638418805,609.108341052,1.59,25,LOS=1
I,951,0,8,flow9.491,716.0752882262,441.66711316010003,1.59,25,LOS=0
I,951,0,9,flow9.492,695.2373578982999,451.2745776884,1.59,25,LOS=0
V,952,0,0,flow11.1399,759.1419079575,573.16403103515,1.59,25,LOS=1
V,952,0,1,flow11.1401,760.36034175545,555.7538349165,1.59,25,LOS=0
V,952,0,2,flow12.1330,754.87452691225,586.8964428230499,1.59,25,LOS=1
V,952,0,3,flow12.1367,753.19607114395,658.12407169475,3.2,25,LOS=1
V,952,0,4,flow12.1369,757.9409055507,543.07911566435,1.59,25,LOS=1
I,952,0,5,flow2.1481,723.20127636405,670.4388468029499,3.2,25,LOS=0
I,952,0,6,flow7.1023,731.99024469355,429.29790493760004,1.59,25,LOS=0
I,952,0,7,flow7.1027,717.02773679715,437.40104794895,3.2,25,LOS=0
V,952,0,8,flow9.485,754.3153509643,642.13068640265,4.3,23,LOS=0
I,952,0,9,flow9.489,742.2101258023,427.51344801765003,1.59,25,LOS=0
I,953,0,0,flow1.2853,809.15366436305,670.4859162514499,1.59,25,LOS=0
V,953,0,1,flow11.1402,764.9576534265,490.06286512595,1.59,25,LOS=0
V,953,0,2,flow12.1334,753.54725461505,605.86263432515,1.59,25,LOS=1
V,953,0,3,flow12.1353,758.8016116205999,530.77996937555,1.59,25,LOS=1
V,953,0,4,flow2.1481,758.90899611495,434.61979239159996,3.2,25,LOS=0
I,953,0,5,flow2.1484,679.00357071365,670.7895352683499,3.2,25,LOS=0
I,953,0,6,flow8.499,707.31009317335,442.66376570734997,4.3,0,LOS=0
I,953,0,7,flow8.501,670.2805886445,451.3879489062,1.59,13,LOS=0
V,953,0,8,flow9.475,755.3110881983,627.9026006779,1.59,25,LOS=0
I,953,0,9,flow9.486,711.7260329595,444.02250957244996,1.59,25,LOS=0
V,954,0,0,flow11.1399,757.8899655103501,591.0530321215999,1.59,25,LOS=0
I,954,0,1,flow11.1408,781.6112070331,410.43655144925,1.59,25,LOS=0
V,954,0,2,flow12.1321,750.99649708905,642.31194153585,1.59,25,LOS=1
V,954,0,3,flow12.1352,755.9881123665,570.98375103835,1.59,25,LOS=0
V,954,0,4,flow12.1363,762.8723326076,472.61099082195,1.59,25,LOS=0
I,954,0,5,flow12.1368,737.02064049265,676.9295932319001,1.59,25,LOS=1
V,954,0,6,flow12.1380,759.46937836405,568.4848075842999,1.59,25,LOS=0
I,954,0,7,flow12.1386,810.8053008372,387.76497692400005,1.59,25,LOS=0
I,954,0,8,flow7.1027,717.02773679715,437.40104794895,3.2,25,LOS=0
V,954,0,9,flow8.491,763.71493066805,460.57060076165,3.2,25,LOS=1
I,955,0,0,flow1.2863,716.33649868525,670.49331565635,3.2,25,LOS=0
I,955,0,1,flow1.2865,661.29139116685,670.9300732662,1.59,25,LOS=0
I,955,0,2,flow11.1410,797.2372884947999,398.30163564149996,1.59,25,LOS=0
V,955,0,3,flow12.1335,758.246763684,538.70852498675,1.59,25,LOS=1
I,955,0,4,flow12.1389,811.25447740815,387.4161549954,1.59,25,LOS=0
V,955,0,5,flow3.1411,761.17336756755,449.6457361197,3.2,25,LOS=1
I,955,0,6,flow6.1412,779.49227851975,676.9720672737501,1.59,25,LOS=0
I,955,0,7,flow7.1027,723.28738826375,434.0110513397,3.2,25,LOS=0
I,955,0,8,flow7.1028,685.4346501976,452.62792617540003,1.59,25,LOS=0
I,955,0,9,flow8.496,724.8306914269,436.92550936295004,1.59,25,LOS=0
I,956,0,0,flow1.2867,719.04788089095,670.47180208565,1.59,25,LOS=0
I,956,0,1,flow11.1411,767.8888614144,448.1788448197,1.59,25,LOS=0
V,956,0,2,flow12.1331,754.21199295015,596.36378876885,1.59,25,LOS=1
V,956,0,3,flow12.1377,755.10104421855,630.9039183431,1.59,25,LOS=1
V,956,0,4,flow12.1384,759.7909183052,563.8903245312999,1.59,25,LOS=1
I,956,0,5,flow12.1388,765.3753494953,484.09440751395005,4.3,12,LOS=0
I,956,0,6,flow4.2797,781.36176429625,680.2792885875,1.59,25,LOS=0
V,956,0,7,flow8.493,763.65964721625,461.36057922845,1.59,25,LOS=0
I,956,0,8,flow9.488,710.85522098375,444.4941092551,3.2,25,LOS=0
I,956,0,9,flow9.492,721.73538665255,438.60181238805,1.59,25,LOS=0
V,957,0,0,flow1.2869,755.2270822353,670.2862971100999,1.59,25,LOS=0
V,957,0,1,flow11.1400,754.31391976755,642.151136768,1.59,25,LOS=0
V,957,0,2,flow12.1330,753.1388575151,611.6984659196501,1.59,25,LOS=1
V,957,0,3,flow12.1331,753.82944371115,601.83026474405,1.59,25,LOS=1
V,957,0,4,flow12.1376,752.57919704255,619.69579074905,1.59,25,LOS=1
V,957,0,5,flow12.1389,764.3053598407,499.38348580685,1.59,25,LOS=0
I,957,0,6,flow12.1391,766.22617572895,471.9369545476,1.59,25,LOS=0
I,957,0,7,flow7.1031,731.02326312755,429.82158652715,1.59,25,LOS=0
I,957,0,8,flow8.501,690.3360041946501,451.95125191165005,1.59,21,LOS=0
I,957,0,9,flow9.492,730.4338962608999,433.89102006434996,1.59,25,LOS=0
I,958,0,0,flow10.2993,758.0122940788999,426.53124872604997,3.2,25,LOS=1
V,958,0,1,flow11.1403,756.07551019465,616.9797775449999,1.59,25,LOS=1
V,958,0,2,flow12.1334,749.4491853826,664.42240839285,1.59,25,LOS=1
V,958,0,3,flow12.1378,749.7944784833,659.48830776765,1.59,25,LOS=0
V,958,0,4,flow12.1384,754.07996039985,598.2504812273501,1.59,25,LOS=1
V,958,0,5,flow12.1392,764.44751101905,450.10231986975,1.59,25,LOS=1
V,958,0,6,flow8.487,761.10693408165,497.83783130644997,4.3,18,LOS=0
V,958,0,7,flow9.490,763.94880969705,504.47822951635,1.59,25,LOS=0
I,958,0,8,flow9.491,750.3889416893,423.08410266625003,1.59,25,LOS=0
I,958,0,9,flow9.493,713.55657060675,443.03115782545,1.59,25,LOS=0
I,959,0,0,flow1.2876,717.89217010795,670.48097211915,1.59,25,LOS=0
V,959,0,1,flow12.1374,749.71638373265,660.60425059215,4.3,15,LOS=0
V,959,0,2,flow12.1381,750.48788686335,649.5797787088,3.2,25,LOS=1
V,959,0,3,flow12.1387,759.71738006295,564.9411122079,1.59,25,LOS=1
I,959,0,4,flow12.1397,767.3207166925499,456.29706268985,1.59,25,LOS=0
I,959,0,5,flow7.1034,692.6303172032001,448.30237579175,3.2,25,LOS=0
I,959,0,6,flow8.497,742.9185536492,674.34814215235,4.3,13,LOS=0
I,959,0,7,flow8.499,742.5861174837501,427.30982477565,4.3,9,LOS=0
I,959,0,8,flow8.503,685.4346500409,452.62792619705,1.59,25,LOS=0
I,959,0,9,flow8.505,709.57369096835,441.43788453959996,3.2,25,LOS=0
V,960,0,0,flow11.1409,753.0351477294,660.4235057819001,1.59,25,LOS=0
V,960,0,1,flow12.1330,750.1439836722,654.4940180815499,1.59,25,LOS=1
V,960,0,2,flow12.1333,753.35989824135,608.53988214405,1.59,25,LOS=1
V,960,0,3,flow12.1369,755.4401638528,578.81371665005,1.59,25,LOS=1
I,960,0,4,flow12.1376,725.49256602015,677.02106320045,1.59,25,LOS=0
V,960,0,5,flow12.1383,749.5198297552,663.41292849825,1.59,25,LOS=1
V,960,0,6,flow12.1387,754.57595832915,638.4068687117001,1.59,25,LOS=1
V,960,0,7,flow5.1417,751.2223230909,544.5257312444501,1.59,25,LOS=1
I,960,0,8,flow7.1038,675.63194283405,453.98127461585,1.59,25,LOS=0
V,960,0,9,flow8.487,760.05559575355,512.86103649615,4.3,14,LOS=0
V,961,0,0,flow12.1331,751.59279425045,633.79109304135,1.59,25,LOS=0
V,961,0,1,flow12.1335,755.47480018675,578.31877725885,1.59,25,LOS=1
V,961,0,2,flow12.1369,754.77784198375,588.27803187035,1.59,25,LOS=1
V,961,0,3,flow12.1380,750.22942288965,653.27312575735,1.59,25,LOS=0
V,961,0,4,flow12.1384,752.2957502474001,623.7461323477501,1.59,25,LOS=0
V,961,0,5,flow12.1388,750.92530753355,643.32921187725,4.3,17,LOS=0
V,961,0,6,flow12.1389,754.14949100015,644.5006588285501,1.59,25,LOS=0
I,961,0,7,flow5.1419,762.6313828448999,676.9072847575001,4.3,11,LOS=0
I,961,0,8,flow8.501,695.3403782245,451.26035484235,1.59,25,LOS=0
I,961,0,9,flow9.492,745.92058641315,425.5039992557,1.59,25,LOS=0
I,962,0,0,flow10.3011,774.6814056929,415.818102546,1.59,25,LOS=1
V,962,0,1,flow11.1415,761.19572210205,543.8170881743499,3.2,25,LOS=0
I,962,0,2,flow2.1495,732.8709156764501,670.3621226626,1.59,25,LOS=1
V,962,0,3,flow3.1420,762.36081462375,432.67759151614996,1.59,25,LOS=0
I,962,0,4,flow7.1036,690.3360043913,451.9512518845,1.59,21,LOS=0
I,962,0,5,flow8.502,704.3081557957,448.03975854675,1.59,15,LOS=0
I,962,0,6,flow8.503,695.2373579967,451.2745776748,1.59,22,LOS=0
V,962,0,7,flow9.482,756.38895727445,612.5009333588,1.59,25,LOS=1
I,962,0,8,flow9.497,675.45459617045,454.0057588549,1.59,18,LOS=0
I,962,0,9,flow9.498,666.40880426375,451.92248218960003,1.59,13,LOS=0
V,963,0,0,flow11.1420,763.0770946856001,516.9341621527001,1.59,25,LOS=0
V,963,0,1,flow12.1352,752.06792563565,627.0016551395499,1.59,25,LOS=1
V,963,0,2,flow12.1354,752.4132187568,622.06755422165,1.59,25,LOS=0
V,963,0,3,flow12.1359,759.2974390136001,523.6947937812499,1.59,25,LOS=0
V,963,0,4,flow12.1371,751.0320463304,641.80395706235,1.59,25,LOS=1
V,963,0,5,flow12.1391,753.4078388384,607.85483014175,1.59,25,LOS=1
V,963,0,6,flow12.1400,759.86751290185,562.7958646174,1.59,25,LOS=1
